#proteinId	iprId	iprDesc	domainDb	domainId	domainDesc	numHits	domainStarts	domainEnds	score
478310	IPR006680	Amidohydrolase 1	HMMPfam	PF01979	Amidohydro_1	1	75,	397,	6.7e-37
478310	IPR011059	Metal-dependent hydrolase, composite	superfamily	SSF51338	Composite domain of metallo-dependent hydrolases	1	21,	437,	2.6e-15
478377	IPR000073	Alpha/beta hydrolase fold-1	HMMPfam	PF00561	Abhydrolase_1	1	196,	250,	2.5e-05
478400	IPR013520	Exonuclease, RNase T and DNA polymerase III	HMMPfam	PF00929	Exonuc_X-T	1	16,	183,	1.8e-22
478400	IPR006055	Exonuclease	HMMSmart	SM00479	no description	1	15,	192,	3.2e-22
478400	IPR012337	Polynucleotidyl transferase, Ribonuclease H fold	superfamily	SSF53098	Ribonuclease H-like	1	7,	192,	5.2e-44
478406	IPR002222	Ribosomal protein S19/S15	BlastProDom	PD001012	Q9V7R2_DROME_Q9V7R2;	1	63,	137,	2e-31
478406	IPR002222	Ribosomal protein S19/S15	FPrintScan	PR00975	RIBOSOMALS19	3	85,105,117,	104,117,132,	2.3e-13,2.3e-13,2.3e-13
478406	IPR002222	Ribosomal protein S19/S15	HMMPfam	PF00203	Ribosomal_S19	1	54,	135,	4.9e-46
478406	IPR002222	Ribosomal protein S19/S15	HMMPIR	PIRSF002144	Ribosomal protein, S19p/S19a/S15e/organellar S19 types	1	1,	152,	4.1e-70
478406	IPR005713	Ribosomal protein S15, eukaryotic/archaeal	HMMTigr	TIGR01025	rpsS_arch: ribosomal protein S19	1	18,	152,	7.7e-83
478406	IPR002222	Ribosomal protein S19/S15	ScanRegExp	PS00323	RIBOSOMAL_S19	1	105,	129,	NA
478406	IPR002222	Ribosomal protein S19/S15	superfamily	SSF54570	Ribosomal protein S19	1	54,	137,	2.4e-28
478415	IPR002225	3-beta hydroxysteroid dehydrogenase/isomerase	HMMPfam	PF01073	3Beta_HSD	1	51,	328,	3.4e-09
478415	IPR016040	NAD(P)-binding	superfamily	SSF51735	NAD(P)-binding Rossmann-fold domains	1	68,	374,	6.5e-13
478438	IPR001611	Leucine-rich repeat	FPrintScan	PR00019	LEURICHRPT	2	270,292,	283,305,	0.46,0.46
478438	IPR001611	Leucine-rich repeat	HMMPfam	PF00560	LRR_1	3	269,294,322,	289,315,349,	4.1,7.1,6.1
478438	IPR000938	Cytoskeleton-associated protein, CAP-Gly	HMMPfam	PF01302	CAP_GLY	1	7,	75,	9.6e-23
478438	IPR000938	Cytoskeleton-associated protein, CAP-Gly	ProfileScan	PS50245	CAP_GLY_2	1	24,	70,	15.964
478438	IPR000938	Cytoskeleton-associated protein, CAP-Gly	ScanRegExp	PS00845	CAP_GLY_1	1	24,	56,	NA
478444	IPR000719	Protein kinase, core	BlastProDom	PD000001	Q7SCY3_NEUCR_Q7SCY3;	1	288,	564,	5e-90
478444	IPR017442	Serine/threonine protein kinase-related	HMMPfam	PF00069	Pkinase	1	288,	572,	2.7e-82
478444	IPR000253	Forkhead-associated	HMMPfam	PF00498	FHA	1	109,	188,	1.9e-06
478444	IPR001245	Tyrosine protein kinase	HMMSmart	SM00219	no description	1	288,	572,	1.4e-12
478444	IPR002290	Serine/threonine protein kinase	HMMSmart	SM00220	no description	1	288,	572,	1.2e-87
478444	IPR000253	Forkhead-associated	HMMSmart	SM00240	no description	1	108,	162,	9.5e-07
478444	IPR000253	Forkhead-associated	ProfileScan	PS50006	FHA_DOMAIN	1	109,	162,	14.723
478444	IPR000719	Protein kinase, core	ProfileScan	PS50011	PROTEIN_KINASE_DOM	1	288,	572,	48.838
478444	IPR017441	Protein kinase ATP binding, conserved site	ScanRegExp	PS00107	PROTEIN_KINASE_ATP	1	294,	317,	8e-5
478444	IPR008271	Serine/threonine protein kinase, active site	ScanRegExp	PS00108	PROTEIN_KINASE_ST	1	409,	421,	NA
478444	IPR008984	SMAD/FHA domain	superfamily	SSF49879	SMAD/FHA domain	1	49,	219,	4.3e-16
478444	IPR011009	Protein kinase-like	superfamily	SSF56112	Protein kinase-like (PK-like)	1	263,	574,	4.2e-83
478445	IPR001849	Pleckstrin-like	HMMPfam	PF00169	PH	1	115,	232,	3.9e-14
478445	IPR001849	Pleckstrin-like	HMMSmart	SM00233	no description	1	115,	234,	6.4e-09
478445	IPR001849	Pleckstrin-like	ProfileScan	PS50003	PH_DOMAIN	1	114,	232,	9.238
478447	IPR007941	Protein of unknown function DUF726	HMMPfam	PF05277	DUF726	1	547,	889,	1.5e-173
478447	IPR008262	Lipase, active site	ScanRegExp	PS00120	LIPASE_SER	1	767,	776,	NA
478447	IPR016196	MFS general substrate transporter	superfamily	SSF103473	MFS general substrate transporter	1	543,	609,	0.011
478474	IPR001487	Bromodomain	FPrintScan	PR00503	BROMODOMAIN	3	1304,1320,1338,	1320,1338,1357,	3.3e-06,3.3e-06,3.3e-06
478474	IPR000330	SNF2-related	HMMPfam	PF00176	SNF2_N	1	558,	852,	8.3e-151
478474	IPR001650	DNA/RNA helicase, C-terminal	HMMPfam	PF00271	Helicase_C	1	909,	988,	2.6e-29
478474	IPR001487	Bromodomain	HMMPfam	PF00439	Bromodomain	1	1272,	1362,	1.7e-22
478474	IPR006562	HSA	HMMPfam	PF07529	HSA	1	388,	460,	1.5e-17
478474	IPR014978	QLQ	HMMPfam	PF08880	QLQ	1	150,	186,	1.4e-13
478474	IPR001487	Bromodomain	HMMSmart	SM00297	no description	1	1253,	1376,	1.4e-28
478474	IPR014001	DEAD-like helicase, N-terminal	HMMSmart	SM00487	no description	1	551,	743,	1.5e-35
478474	IPR001650	DNA/RNA helicase, C-terminal	HMMSmart	SM00490	no description	1	904,	988,	7.5e-27
478474	IPR013999	HAS subgroup	HMMSmart	SM00573	no description	1	388,	460,	0.0005
478474	IPR001487	Bromodomain	ProfileScan	PS50014	BROMODOMAIN_2	1	1287,	1357,	16.432
478474	IPR014021	Helicase, superfamily 1 and 2, ATP-binding	ProfileScan	PS51192	HELICASE_ATP_BIND_1	1	567,	732,	26.913
478474	IPR001650	DNA/RNA helicase, C-terminal	ProfileScan	PS51194	HELICASE_CTER	1	878,	1029,	17.669
478474	IPR014012	Helicase/SANT-associated, DNA binding	ProfileScan	PS51204	HSA	1	388,	460,	18.401
478474	IPR001487	Bromodomain	superfamily	SSF47370	Bromodomain	1	1230,	1387,	6.1e-31
478474	IPR012336	Thioredoxin-like fold	superfamily	SSF52833	Thioredoxin-like	1	1008,	1044,	0.018
478504	IPR000120	Amidase signature enzyme	HMMPfam	PF01425	Amidase	1	29,	492,	2.1e-32
478504	IPR000120	Amidase signature enzyme	superfamily	SSF75304	Amidase signature (AS) enzymes	1	5,	512,	8.8e-77
478520	IPR002283	Isopenicillin N synthase	FPrintScan	PR00682	IPNSYNTHASE	4	37,214,250,321,	54,235,276,335,	2.5e-09,2.5e-09,2.5e-09,2.5e-09
478520	IPR005123	2OG-Fe(II) oxygenase	HMMPfam	PF03171	2OG-FeII_Oxy	1	186,	296,	5.5e-26
478549	IPR008913	Zinc finger, CHY-type	HMMPfam	PF05495	zf-CHY	1	2,	73,	6.3e-09
478551	IPR003445	Cation transporter	HMMPfam	PF02386	TrkH	1	451,	808,	2.9e-120
478551	IPR004773	Potassium transport protein, high-affinity	HMMTigr	TIGR00934	2a38euk: potassium uptake protein, Trk famil	1	1,	808,	8.1e-262
478617	IPR007129	Ubiquinol-cytochrome C chaperone	HMMPfam	PF03981	Ubiq_cyt_C_chap	1	123,	285,	8.5e-31
478624	IPR001269	Dihydrouridine synthase, DuS	HMMPfam	PF01207	Dus	1	31,	347,	2e-48
478624	IPR001269	Dihydrouridine synthase, DuS	ScanRegExp	PS01136	UPF0034	1	130,	148,	8e-5
478628	IPR011046	WD40 repeat-like	superfamily	SSF50978	WD40 repeat-like	1	600,	752,	0.0031
478635	IPR015909	Protein Transporter, Pam16/TIM14	BlastProDom	PD311402	YHUA_SCHPO_Q9C1W5;	1	48,	101,	0.004
478635	IPR001623	Heat shock protein DnaJ, N-terminal	HMMPfam	PF00226	DnaJ	1	56,	101,	2.7e-06
478635	IPR001623	Heat shock protein DnaJ, N-terminal	HMMSmart	SM00271	no description	1	51,	106,	0.00084
478635	IPR001623	Heat shock protein DnaJ, N-terminal	superfamily	SSF46565	Chaperone J-domain	1	41,	101,	9.3e-16
478650	IPR000504	RNA recognition motif, RNP-1	HMMPfam	PF00076	RRM_1	1	72,	142,	4.1e-21
478650	IPR000504	RNA recognition motif, RNP-1	HMMSmart	SM00360	no description	1	71,	143,	2.3e-19
478650	IPR000504	RNA recognition motif, RNP-1	ProfileScan	PS50102	RRM	1	70,	147,	16.210
478685	IPR000217	Tubulin	FPrintScan	PR01161	TUBULIN	9	11,52,96,108,134,153,179,193,380,	31,71,107,132,152,174,192,213,408,	4.5e-64,4.5e-64,4.5e-64,4.5e-64,4.5e-64,4.5e-64,4.5e-64,4.5e-64,4.5e-64
478685	IPR002454	Gamma tubulin	FPrintScan	PR01164	GAMMATUBULIN	8	31,116,193,251,288,339,364,420,	51,131,206,262,303,362,384,443,	3.2e-80,3.2e-80,3.2e-80,3.2e-80,3.2e-80,3.2e-80,3.2e-80,3.2e-80
478685	IPR003008	Tubulin/FtsZ, GTPase	HMMPfam	PF00091	Tubulin	1	46,	247,	2.1e-92
478685	IPR008280	Tubulin/FtsZ, C-terminal	HMMPfam	PF03953	Tubulin_C	1	249,	393,	5.7e-56
478685	IPR000217	Tubulin	ScanRegExp	PS00227	TUBULIN	1	142,	148,	NA
478685	IPR003008	Tubulin/FtsZ, GTPase	superfamily	SSF52490	Tubulin nucleotide-binding domain-like	1	2,	246,	7.2e-88
478685	IPR008280	Tubulin/FtsZ, C-terminal	superfamily	SSF55307	Tubulin C-terminal domain-like	1	247,	440,	1.3e-61
478693	IPR011025	G protein alpha subunit, helical insertion	BlastProDom	PD000281	Q6DJF3_XENLA_Q6DJF3;	1	69,	181,	3e-18
478693	IPR001019	Guanine nucleotide binding protein (G-protein), alpha subunit	FPrintScan	PR00318	GPROTEINA	5	35,167,196,218,264,	50,189,213,246,273,	9e-47,9e-47,9e-47,9e-47,9e-47
478693	IPR002975	Fungal G-protein, alpha subunit	FPrintScan	PR01241	GPROTEINAFNG	5	59,185,275,304,331,	71,195,287,315,341,	4.2e-14,4.2e-14,4.2e-14,4.2e-14,4.2e-14
478693	IPR001019	Guanine nucleotide binding protein (G-protein), alpha subunit	HMMPfam	PF00503	G-alpha	1	6,	354,	2.9e-201
478693	IPR011025	G protein alpha subunit, helical insertion	superfamily	SSF47895	Transducin (alpha subunit), insertion domain	1	61,	181,	6.9e-40
478732	IPR001661	Glycoside hydrolase, family 37	FPrintScan	PR00744	GLHYDRLASE37	7	341,409,464,488,550,623,711,	359,426,481,505,566,639,724,	3.8e-50,3.8e-50,3.8e-50,3.8e-50,3.8e-50,3.8e-50,3.8e-50
478732	IPR001661	Glycoside hydrolase, family 37	HMMPfam	PF01204	Trehalase	1	161,	728,	8e-290
478732	IPR011120	Neutral trehalase Ca2+ binding	HMMPfam	PF07492	Trehalase_Ca-bi	1	104,	133,	5.5e-13
478732	IPR001661	Glycoside hydrolase, family 37	ScanRegExp	PS00927	TREHALASE_1	1	299,	312,	8e-5
478732	IPR001661	Glycoside hydrolase, family 37	ScanRegExp	PS00928	TREHALASE_2	1	630,	639,	8e-5
478732	IPR008928	Six-hairpin glycosidase-like	superfamily	SSF48208	Six-hairpin glycosidases	1	293,	722,	3.9e-26
478746	IPR002373	cAMP/cGMP-dependent protein kinase	FPrintScan	PR00103	CAMPKINASE	5	215,230,386,398,419,	229,244,395,409,431,	7.3e-25,7.3e-25,7.3e-25,7.3e-25,7.3e-25
478746	IPR000595	Cyclic nucleotide-binding	HMMPfam	PF00027	cNMP_binding	2	221,343,	310,428,	6.3e-16,1.6e-25
478746	IPR003117	cAMP-dependent protein kinase, regulatory subunit, type I/II alpha/beta	HMMPfam	PF02197	RIIa	1	5,	43,	2.5e-09
478746	IPR012198	cAMP-dependent protein kinase regulatory subunit	HMMPIR	PIRSF000548	cAMP-dependent protein kinase, regulatory subunit	1	1,	451,	4.7e-259
478746	IPR000595	Cyclic nucleotide-binding	HMMSmart	SM00100	no description	2	193,325,	323,441,	5.4e-24,1.8e-27
478746	IPR003117	cAMP-dependent protein kinase, regulatory subunit, type I/II alpha/beta	HMMSmart	SM00394	no description	1	5,	43,	8.5e-07
478746	IPR000595	Cyclic nucleotide-binding	ProfileScan	PS50042	CNMP_BINDING_3	2	193,325,	322,440,	36.579,34.891
478746	IPR000595	Cyclic nucleotide-binding	ScanRegExp	PS00888	CNMP_BINDING_1	2	221,352,	237,368,	8e-5,8e-5
478746	IPR000595	Cyclic nucleotide-binding	ScanRegExp	PS00889	CNMP_BINDING_2	2	269,388,	286,405,	8e-5,8e-5
478746	IPR003117	cAMP-dependent protein kinase, regulatory subunit, type I/II alpha/beta	superfamily	SSF47391	Dimerization-anchoring domain of cAMP-dependent type II PK regulatory subunit	1	3,	42,	0.0027
478746	IPR000595	Cyclic nucleotide-binding	superfamily	SSF51206	cAMP-binding domain-like	2	163,313,	317,432,	1.6e-30,2.8e-34
478763	IPR001401	Dynamin, GTPase region	FPrintScan	PR00195	DYNAMIN	6	30,55,146,196,215,238,	48,72,163,214,231,257,	1.7e-61,1.7e-61,1.7e-61,1.7e-61,1.7e-61,1.7e-61
478763	IPR001401	Dynamin, GTPase region	HMMPfam	PF00350	Dynamin_N	1	33,	227,	3.1e-88
478763	IPR000375	Dynamin central region	HMMPfam	PF01031	Dynamin_M	1	236,	530,	1.4e-142
478763	IPR003130	Dynamin GTPase effector	HMMPfam	PF02212	GED	1	712,	803,	1.2e-39
478763	IPR001401	Dynamin, GTPase region	HMMSmart	SM00053	no description	1	5,	265,	9.9e-124
478763	IPR003130	Dynamin GTPase effector	HMMSmart	SM00302	no description	1	712,	803,	2.6e-37
478763	IPR005829	Sugar transporter, conserved site	ScanRegExp	PS00216	SUGAR_TRANSPORT_1	1	209,	225,	NA
478763	IPR001401	Dynamin, GTPase region	ScanRegExp	PS00410	DYNAMIN	1	56,	65,	8e-5
478776	IPR001395	Aldo/keto reductase	BlastProDom	PD000288	Q9C2J8_NEUCR_Q9C2J8;	2	5,86,	67,134,	9e-10,0.0004
478776	IPR001395	Aldo/keto reductase	HMMPfam	PF00248	Aldo_ket_red	1	3,	207,	1.9e-05
478776	IPR001395	Aldo/keto reductase	superfamily	SSF51430	NAD(P)-linked oxidoreductase	1	3,	174,	1.8e-14
478827	IPR015945	Arginyl-tRNA synthetase, class Ic, core	FPrintScan	PR01038	TRNASYNTHARG	4	159,174,198,369,	174,190,211,390,	1.9e-24,1.9e-24,1.9e-24,1.9e-24
478827	IPR015945	Arginyl-tRNA synthetase, class Ic, core	HMMPfam	PF00750	tRNA-synt_1d	1	157,	508,	1.3e-92
478827	IPR005148	Arginyl tRNA synthetase, class Ic, N-terminal	HMMPfam	PF03485	Arg_tRNA_synt_N	1	37,	119,	3e-05
478827	IPR008909	DALR anticodon binding	HMMPfam	PF05746	DALR_1	1	522,	639,	1.4e-37
478827	IPR001278	Arginyl-tRNA synthetase, class Ic	HMMTigr	TIGR00456	argS: arginyl-tRNA synthetase	1	35,	639,	2.7e-168
478827	IPR001412	Aminoacyl-tRNA synthetase, class I, conserved site	ScanRegExp	PS00178	AA_TRNA_LIGASE_I	1	167,	178,	8e-5
478827	IPR009080	Aminoacyl-tRNA synthetase, class 1a, anticodon-binding	superfamily	SSF47323	Anticodon-binding domain of a subclass of class I aminoacyl-tRNA synthetases	1	517,	639,	1.6e-35
478827	IPR005148	Arginyl tRNA synthetase, class Ic, N-terminal	superfamily	SSF55190	Arginyl-tRNA synthetase (ArgRS), N-terminal 'additional' domain	1	8,	140,	9.3e-28
478849	IPR000286	Histone deacetylase superfamily	FPrintScan	PR01270	HDASUPER	3	196,228,319,	219,243,329,	1.3e-23,1.3e-23,1.3e-23
478849	IPR003084	Histone deacetylase	FPrintScan	PR01271	HISDACETLASE	6	85,118,153,174,215,297,	102,136,170,194,231,315,	1.8e-34,1.8e-34,1.8e-34,1.8e-34,1.8e-34,1.8e-34
478849	IPR000286	Histone deacetylase superfamily	HMMPfam	PF00850	Hist_deacetyl	1	65,	386,	6.6e-135
478849	IPR003084	Histone deacetylase	HMMPIR	PIRSF037913	Histone deacetylase class I, eukaryotic type	1	62,	497,	1.4e-222
478865	IPR013216	Methyltransferase type 11	HMMPfam	PF08241	Methyltransf_11	1	238,	338,	4.7e-09
478867	IPR000164	Histone H3	FPrintScan	PR00622	HISTONEH3	3	27,94,110,	48,110,131,	2.2e-24,2.2e-24,2.2e-24
478867	IPR007125	Histone core	HMMPfam	PF00125	Histone	1	51,	128,	1.9e-31
478867	IPR000164	Histone H3	HMMSmart	SM00428	no description	1	27,	132,	1.5e-56
478867	IPR000164	Histone H3	ScanRegExp	PS00959	HISTONE_H3_2	1	60,	68,	8e-5
478867	IPR009072	Histone-fold	superfamily	SSF47113	Histone-fold	1	8,	132,	7.6e-35
478874	IPR006032	Ribosomal protein S12/S23	HMMPfam	PF00164	Ribosomal_S12	1	10,	144,	9.7e-74
478874	IPR006032	Ribosomal protein S12/S23	HMMPIR	PIRSF002133	Ribosomal protein, S12p/S12a/S23e/organellar S12 types	1	8,	146,	3.1e-53
478874	IPR005680	Ribosomal protein S23, eukaryotic/archaeal	HMMTigr	TIGR00982	S23_S12_E_A: ribosomal protein S23 (S12)	1	8,	145,	2e-66
478874	IPR006032	Ribosomal protein S12/S23	ScanRegExp	PS00055	RIBOSOMAL_S12	1	62,	69,	8e-5
478874	IPR016027	Nucleic acid-binding, OB-fold-like	superfamily	SSF50249	Nucleic acid-binding proteins	1	21,	126,	8.5e-34
478894	IPR011701	Major facilitator superfamily MFS-1	HMMPfam	PF07690	MFS_1	1	96,	514,	3.1e-15
478894	IPR007114	Major facilitator superfamily	ProfileScan	PS50850	MFS	1	93,	542,	21.693
478894	IPR016196	MFS general substrate transporter	superfamily	SSF103473	MFS general substrate transporter	1	71,	545,	1e-55
478895	IPR000109	TGF-beta receptor, type I/II extracellular region	HMMPfam	PF00854	PTR2	1	154,	526,	2.8e-43
478895	IPR000109	TGF-beta receptor, type I/II extracellular region	ScanRegExp	PS01023	PTR2_2	1	243,	255,	NA
478895	IPR016196	MFS general substrate transporter	superfamily	SSF103473	MFS general substrate transporter	1	51,	579,	8.2e-13
478897	IPR010916	TonB box, conserved site	ScanRegExp	PS00430	TONB_DEPENDENT_REC_1	1	1,	61,	NA
478904	IPR005024	Snf7	HMMPfam	PF03357	Snf7	1	39,	204,	1.5e-42
478914	IPR001261	ArgE/DapE/ACY1/CPG2/YscS, conserved site	ScanRegExp	PS00758	ARGE_DAPE_CPG2_1	1	13,	22,	NA
478941	IPR005824	KOW	HMMPfam	PF00467	KOW	1	50,	83,	6.6e-09
478941	IPR005824	KOW	HMMSmart	SM00739	no description	1	49,	76,	0.0001
478941	IPR005756	Ribosomal protein L26, eukaryotic/archaeal	HMMTigr	TIGR01080	rplX_A_E: ribosomal protein L24	1	9,	123,	9.1e-60
478941	IPR005825	Ribosomal protein L24/L26, conserved site	ScanRegExp	PS01108	RIBOSOMAL_L24	1	53,	70,	8e-5
478941	IPR008991	Translation protein SH3-like	superfamily	SSF50104	Translation proteins SH3-like domain	1	9,	127,	9.8e-37
478943	IPR001214	SET	ProfileScan	PS50280	SET	1	77,	109,	8.563
478943	IPR003616	Post-SET zinc-binding region	ProfileScan	PS50868	POST_SET	1	133,	149,	8.020
478946	IPR000836	Phosphoribosyltransferase	HMMPfam	PF00156	Pribosyltran	1	250,	385,	4.6e-26
478946	IPR005946	Phosphoribosyl pyrophosphokinase	HMMTigr	TIGR01251	ribP_PPkin: ribose-phosphate diphosphokina	1	5,	429,	1.4e-79
478951	IPR011046	WD40 repeat-like	superfamily	SSF50978	WD40 repeat-like	1	32,	335,	6.1e-17
479010	IPR006575	RWD	HMMPfam	PF05773	RWD	1	1,	119,	7.3e-32
479010	IPR006575	RWD	HMMSmart	SM00591	no description	1	8,	122,	6.7e-16
479010	IPR006575	RWD	ProfileScan	PS50908	RWD	1	8,	122,	21.937
479010	IPR016135	Ubiquitin-conjugating enzyme/RWD-like	superfamily	SSF54495	UBC-like	1	3,	130,	1.7e-21
479014	IPR005843	Alpha-D-phosphohexomutase, C-terminal	HMMPfam	PF00408	PGM_PMM_IV	1	458,	536,	0.00066
479014	IPR005844	Alpha-D-phosphohexomutase, alpha/beta/alpha domain I	HMMPfam	PF02878	PGM_PMM_I	2	59,123,	103,169,	1.1e-08,6.2e-07
479014	IPR005845	Alpha-D-phosphohexomutase, alpha/beta/alpha domain II	HMMPfam	PF02879	PGM_PMM_II	1	186,	297,	0.062
479014	IPR016657	Phosphoacetylglucosamine mutase	HMMPIR	PIRSF016408	Phosphoacetylglucosamine mutase	1	1,	540,	2.5e-260
479014	IPR016066	Alpha-D-phosphohexomutase, conserved site	ScanRegExp	PS00710	PGM_PMM	1	59,	68,	8e-5
479014	IPR016055	Alpha-D-phosphohexomutase, alpha/beta/alpha I, II and III	superfamily	SSF53738	Phosphoglucomutase, first 3 domains	3	65,184,283,	211,300,382,	1.9e-21,2.3e-14,1.9e-05
479016	IPR001047	Ribosomal protein S8e	BlastProDom	PD005658	Q6C6D1_EEEEE_Q6C6D1;	1	176,	259,	3e-36
479016	IPR001047	Ribosomal protein S8e	HMMPfam	PF01201	Ribosomal_S8e	1	1,	237,	8.2e-81
479059	IPR006222	Glycine cleavage T-protein, N-terminal	HMMPfam	PF01571	GCV_T	2	91,284,	253,319,	3e-41,3.2e-24
479059	IPR013977	Glycine cleavage T-protein, C-terminal barrel	HMMPfam	PF08669	GCV_T_C	1	328,	425,	2.2e-34
479059	IPR006223	Glycine cleavage system T protein	HMMPIR	PIRSF006487	Predicted aminomethyltransferase	1	21,	436,	6.5e-101
479059	IPR006223	Glycine cleavage system T protein	HMMTigr	TIGR00528	gcvT: glycine cleavage system T protein	1	45,	430,	1e-117
479145	IPR001680	WD40 repeat	BlastProDom	PD000018	Q9XBD8_AMYOR_Q9XBD8;	3	962,1005,1174,	995,1038,1206,	0.0002,0.0004,2e-05
479145	IPR001680	WD40 repeat	FPrintScan	PR00320	GPROTEINBRPT	3	982,1024,1193,	996,1038,1207,	1.1e-06,1.1e-06,1.1e-06
479145	IPR001680	WD40 repeat	HMMPfam	PF00400	WD40	8	957,999,1044,1095,1168,1214,1257,1291,	995,1037,1081,1122,1206,1251,1281,1327,	2.2e-12,2.9e-11,0.00013,0.0018,2.2e-11,0.0022,0.0022,0.002
479145	IPR007111	NACHT nucleoside triphosphatase	HMMPfam	PF05729	NACHT	1	392,	567,	1e-06
479145	IPR001680	WD40 repeat	HMMSmart	SM00320	no description	11	909,956,998,1040,1087,1125,1167,1214,1252,1286,1346,	953,995,1037,1081,1122,1164,1206,1251,1281,1327,1384,	78,4.3e-11,9.4e-10,8.5e-05,0.02,0.28,1.5e-10,0.57,4.1e+02,0.039,1.1e+02
479145	IPR001680	WD40 repeat	ProfileScan	PS50082	WD_REPEATS_2	6	963,1005,1058,1095,1132,1174,	1004,1046,1090,1131,1173,1215,	17.693,16.156,11.478,10.575,9.005,16.357
479145	IPR001680	WD40 repeat	ProfileScan	PS50294	WD_REPEATS_REGION	1	922,	1260,	59.136
479145	IPR007111	NACHT nucleoside triphosphatase	ProfileScan	PS50837	NACHT	1	392,	532,	11.049
479145	IPR001680	WD40 repeat	ScanRegExp	PS00678	WD_REPEATS_1	3	1024,1068,1193,	1038,1082,1207,	8e-5,NA,8e-5
479145	IPR011046	WD40 repeat-like	superfamily	SSF50978	WD40 repeat-like	1	862,	1206,	2.2e-82
479180	IPR005123	2OG-Fe(II) oxygenase	HMMPfam	PF03171	2OG-FeII_Oxy	1	183,	294,	3.2e-07
479190	IPR001155	NADH:flavin oxidoreductase/NADH oxidase, N-terminal	HMMPfam	PF00724	Oxidored_FMN	1	38,	395,	5.9e-89
479191	IPR002016	Haem peroxidase, plant/fungal/bacterial	FPrintScan	PR00458	PEROXIDASE	5	104,163,181,228,252,	118,180,193,243,267,	4.9e-15,4.9e-15,4.9e-15,4.9e-15,4.9e-15
479191	IPR002207	Plant ascorbate peroxidase	FPrintScan	PR00459	ASPEROXIDASE	6	104,137,162,204,222,244,	119,161,180,221,243,268,	1.5e-47,1.5e-47,1.5e-47,1.5e-47,1.5e-47,1.5e-47
479191	IPR002016	Haem peroxidase, plant/fungal/bacterial	HMMPfam	PF00141	peroxidase	1	90,	316,	1.7e-63
479191	IPR002016	Haem peroxidase, plant/fungal/bacterial	ProfileScan	PS50873	PEROXIDASE_4	1	163,	344,	15.102
479191	IPR002016	Haem peroxidase, plant/fungal/bacterial	ScanRegExp	PS00435	PEROXIDASE_1	1	228,	238,	8e-5
479191	IPR002016	Haem peroxidase, plant/fungal/bacterial	ScanRegExp	PS00436	PEROXIDASE_2	1	104,	115,	8e-5
479191	IPR010255	Haem peroxidase	superfamily	SSF48113	Heme-dependent peroxidases	1	67,	335,	1.4e-95
479192	IPR003107	RNA-processing protein, HAT helix	HMMSmart	SM00386	no description	7	55,89,124,292,327,363,436,	87,121,159,324,361,395,468,	0.0013,0.23,0.00046,0.00011,2e+02,3.5e+02,27
479212	IPR007109	Brix	HMMPfam	PF04427	Brix	1	88,	269,	2.8e-68
479212	IPR007109	Brix	ProfileScan	PS50833	BRIX	1	85,	274,	44.115
479222	IPR002110	Ankyrin	FPrintScan	PR01415	ANKYRIN	2	145,256,	157,268,	0.00069,0.00069
479222	IPR002110	Ankyrin	HMMPfam	PF00023	Ank	15	54,83,119,144,177,210,243,276,309,342,377,407,440,473,506,	82,115,143,176,209,242,275,308,341,374,406,439,472,505,538,	0.017,0.00033,0.018,2.5e-06,0.1,0.22,5.8e-10,1.2,4.5e-05,3.3e-06,0.0009,2e-06,0.002,2.4e-06,6.3e-07
479222	IPR001810	Cyclin-like F-box	HMMPfam	PF00646	F-box	1	1,	48,	0.0059
479222	IPR002110	Ankyrin	HMMSmart	SM00248	no description	15	50,83,115,144,177,210,243,276,309,342,374,407,440,473,506,	79,112,140,173,206,239,272,305,338,371,403,436,469,502,535,	0.86,0.012,2.5e+03,0.0035,2.5,45,2.1e-06,1.6,0.014,0.0005,17,0.0083,19,0.00074,0.031
479222	IPR002110	Ankyrin	ProfileScan	PS50088	ANK_REPEAT	10	83,144,177,243,309,342,407,440,473,506,	111,170,209,275,341,374,439,472,505,538,	9.484,10.900,8.549,13.384,10.953,11.648,10.686,9.538,11.461,10.740
479222	IPR002110	Ankyrin	ProfileScan	PS50297	ANK_REP_REGION	1	54,	560,	116.013
479222	IPR001969	Peptidase aspartic, active site	ScanRegExp	PS00141	ASP_PROTEASE	1	130,	141,	NA
479222	IPR002110	Ankyrin	superfamily	SSF48403	Ankyrin repeat	2	19,309,	306,563,	3.1e-66,5.5e-65
479248	IPR013026	Tetratricopeptide region	HMMSmart	SM00028	no description	2	344,455,	377,488,	40,0.54
479284	IPR002110	Ankyrin	FPrintScan	PR01415	ANKYRIN	2	1600,1662,	1612,1674,	0.0087,0.0087
479284	IPR002110	Ankyrin	HMMPfam	PF00023	Ank	20	983,1016,1050,1088,1125,1168,1192,1226,1271,1290,1329,1362,1426,1463,1517,1537,1567,1599,1635,1685,	1015,1049,1082,1120,1154,1191,1225,1258,1289,1322,1361,1424,1458,1491,1533,1566,1579,1631,1681,1706,	0.00028,0.0074,3.3e-06,0.00039,0.00039,0.0067,0.00026,0.0012,0.17,0.00025,0.0012,0.00047,7.2e-06,0.00011,1.2,0.015,4.4,0.0091,5.4e-05,19
479284	IPR000433	Zinc finger, ZZ-type	HMMPfam	PF00569	ZZ	1	1738,	1780,	0.0028
